sample_idx,chamfer_distance
684,0.01303779
685,0.01342219
686,0.01840439
687,0.01362302
688,0.02355370
689,0.01371175
690,0.01730809
691,0.01389466
692,0.01400187
693,0.01401823
694,0.01554669
695,0.01373445
696,0.01781356
697,0.02189016
698,0.01373553
699,0.01524614
700,0.01515253
701,0.02332059
702,0.02154039
703,0.01631030
704,0.01606406
705,0.02923753
706,0.02691934
707,0.02069327
708,0.02500719
709,0.01880160
710,0.01471758
711,0.02193849
712,0.01598243
713,0.01746842
714,0.01697769
715,0.03117839
716,0.01908991
717,0.01624453
718,0.01984147
719,0.02575937
720,0.01510513
721,0.01514955
722,0.01594537
723,0.01407135
724,0.01435920
725,0.01519737
726,0.02303494
727,0.01643453
728,0.01542193
729,0.02128709
730,0.02352820
731,0.01586328
732,0.01529372
733,0.01579959
734,0.01708779
735,0.01409714
736,0.01596403
737,0.01443417
738,0.01782977
739,0.02084516
740,0.01612198
741,0.01533685
742,0.02477831
743,0.01781427
744,0.01806408
745,0.01611486
746,0.01464052
747,0.03068707
748,0.02253303
749,0.01855150
750,0.01838193
751,0.02401290
752,0.01443429
753,0.01945896
754,0.01589911
755,0.01599171
756,0.01579022
757,0.01528933
758,0.01524672
759,0.01838813
760,0.01946673
761,0.02014129
762,0.01914078
763,0.01662765
764,0.02105464
765,0.01719841
766,0.01752644
767,0.02723923
768,0.01676662
769,0.01809272
770,0.01448863
771,0.01502261
772,0.01619845
773,0.01522261
774,0.02463698
775,0.01513545
776,0.01613569
777,0.01706740
778,0.01597726
779,0.01537774
780,0.01781338
781,0.01755978
782,0.01666363
783,0.02120307
784,0.01598293
785,0.01946673
786,0.01577079
787,0.01545758
788,0.01493864
789,0.01808331
790,0.01752982
791,0.02158247
792,0.01874053
793,0.02234060
794,0.01565267
795,0.01521661
796,0.01751652
797,0.01540606
798,0.01572400
799,0.01544748
800,0.01013408
801,0.01680107
802,0.01014899
803,0.01809549
804,0.00974112
805,0.01552723
806,0.01178897
807,0.01295788
808,0.01225200
809,0.01253251
810,0.01272552
811,0.00996237
812,0.01210323
813,0.01015824
814,0.02178192
815,0.01032111
816,0.01161842
817,0.01127509
818,0.01063758
819,0.00922930
820,0.01163417
821,0.01055175
822,0.01154777
823,0.00976476
824,0.01071177
825,0.01469341
826,0.00963657
827,0.01466018
828,0.01119415
829,0.01064983
830,0.01743014
831,0.00953613
832,0.01134617
833,0.01092414
834,0.01431032
835,0.01026231
836,0.01128766
837,0.01211369
838,0.01507211
839,0.01004546
840,0.00932309
841,0.01365638
842,0.00974433
843,0.01589737
844,0.01895674
845,0.01448336
846,0.00967152
847,0.01262615
848,0.00926898
849,0.01172614
850,0.01041026
851,0.00935944
852,0.01006572
853,0.01312485
854,0.01365638
855,0.01606858
856,0.00972060
857,0.01056291
858,0.00921851
859,0.01100208
860,0.00997179
861,0.01022329
862,0.01563350
863,0.00952576
864,0.01388593
865,0.01072639
866,0.00990691
867,0.01080474
868,0.00932056
869,0.01021139
870,0.01030207
871,0.01147493
872,0.00957112
873,0.01435657
874,0.00971046
875,0.00981276
876,0.01021533
877,0.01184032
878,0.00995234
879,0.00995994
880,0.01003882
881,0.01203815
882,0.01956416
883,0.01461155
884,0.01122528
885,0.00997436
886,0.01012860
887,0.01106216
888,0.01310937
889,0.00956542
890,0.00965897
891,0.01172393
892,0.01105826
893,0.01049723
894,0.00997514
895,0.00943917
896,0.01464451
897,0.01096254
898,0.01069772
899,0.00930086
900,0.02285608
901,0.02006559
902,0.02118335
903,0.02647202
904,0.01888440
905,0.02277330
906,0.03005227
907,0.02162605
908,0.04103227
909,0.01866778
910,0.02174255
911,0.02390988
912,0.02872146
913,0.02243483
914,0.02321560
915,0.02173067
916,0.02616364
917,0.02002385
918,0.02240746
919,0.02470474
920,0.02109153
921,0.03159018
922,0.02030690
923,0.04384903
924,0.02895264
925,0.04022704
926,0.02158554
927,0.02287405
928,0.02641791
929,0.03005800
930,0.02300111
931,0.02280952
932,0.04474939
933,0.03753413
934,0.04773417
935,0.01810928
936,0.03999862
937,0.01974043
938,0.02239985
939,0.02704210
940,0.02831507
941,0.02391354
942,0.02615237
943,0.03387810
944,0.02379501
945,0.02622474
946,0.02280952
947,0.04384903
948,0.02619122
949,0.02401979
950,0.03171162
951,0.03656085
952,0.02075903
953,0.02144583
954,0.02037850
955,0.02707284
956,0.02139155
957,0.01889112
958,0.01988976
959,0.02959241
960,0.02242002
961,0.03486627
962,0.02261853
963,0.02394786
964,0.04174652
965,0.02425479
966,0.04222251
967,0.02821961
968,0.02365829
969,0.02707337
970,0.02350882
971,0.01786989
972,0.02135770
973,0.03451598
974,0.02268472
975,0.02328829
976,0.02746119
977,0.02073847
978,0.02100616
979,0.02199188
980,0.02514896
981,0.03071785
982,0.02833075
983,0.02730300
984,0.02867156
985,0.03502185
986,0.02135014
987,0.02899040
988,0.02241028
989,0.03346319
990,0.03585897
991,0.03195302
992,0.02423153
993,0.02080038
994,0.03436641
995,0.02284051
996,0.02050777
997,0.02229768
998,0.02596094
999,0.02065989
1000,0.01264645
1001,0.02028548
1002,0.01452237
1003,0.01361832
1004,0.01610842
1005,0.01437848
1006,0.01617010
1007,0.01635657
1008,0.01647736
1009,0.01724946
1010,0.01510629
1011,0.01916216
1012,0.01636655
1013,0.01601219
1014,0.01266368
1015,0.01560507
1016,0.01808556
1017,0.01437581
1018,0.01671859
1019,0.01766866
1020,0.01340113
1021,0.01370144
1022,0.01712377
1023,0.01823486
1024,0.01523698
1025,0.01855546
1026,0.01599685
1027,0.01425747
1028,0.01565359
1029,0.01719159
1030,0.01385900
1031,0.01454215
1032,0.01533376
1033,0.01751624
