sample_idx,chamfer_distance
1660,0.00214634
1661,0.00209566
1662,0.00219277
1663,0.00213692
1664,0.00214987
1665,0.00220746
1666,0.00218893
1667,0.00213721
1668,0.00211120
1669,0.00214706
1670,0.00209050
1671,0.00215166
1672,0.00219198
1673,0.00215197
1674,0.00218221
1675,0.00214326
1676,0.00210879
1677,0.00214189
1678,0.00224573
1679,0.00218341
1680,0.00221993
1681,0.00210548
1682,0.00220065
1683,0.00214607
1684,0.00217123
1685,0.00214141
1686,0.00220346
1687,0.00210564
1688,0.00211712
1689,0.00207444
1690,0.00216492
1691,0.00215102
1692,0.00217268
1693,0.00220691
1694,0.00214510
1695,0.00214342
1696,0.00214054
1697,0.00205491
1698,0.00219713
1699,0.00214745
1700,0.00324362
1701,0.00339507
1702,0.00317504
1703,0.00317255
1704,0.00326789
1705,0.00319401
1706,0.00315942
1707,0.00319832
1708,0.00315180
1709,0.00310737
1710,0.00322370
1711,0.00317125
1712,0.00316734
1713,0.00315991
1714,0.00311469
1715,0.00319181
1716,0.00310241
1717,0.00329074
1718,0.00316898
1719,0.00312055
1720,0.00300156
1721,0.00321507
1722,0.00309025
1723,0.00314462
1724,0.00318077
1725,0.00309235
1726,0.00323611
1727,0.00314395
1728,0.00315938
1729,0.00311176
1730,0.00313076
1731,0.00317689
1732,0.00326129
1733,0.00316752
1734,0.00325634
1735,0.00313605
1736,0.00327485
1737,0.00320909
1738,0.00318796
1739,0.00311370
1740,0.00316192
1741,0.00326161
1742,0.00312360
1743,0.00322579
1744,0.00319553
1745,0.00319356
1746,0.00320797
1747,0.00316668
1748,0.00313673
1749,0.00329202
1750,0.00322093
1751,0.00313847
1752,0.00323593
1753,0.00327309
1754,0.00308700
1755,0.00313290
1756,0.00308835
1757,0.00313817
1758,0.00315968
1759,0.00323842
1760,0.00313327
1761,0.00322316
1762,0.00312387
1763,0.00310693
1764,0.00313351
1765,0.00322866
1766,0.00314961
1767,0.00313048
1768,0.00314779
1769,0.00323229
1770,0.00323302
1771,0.00305648
1772,0.00311596
1773,0.00312754
1774,0.00320149
1775,0.00310937
1776,0.00319624
1777,0.00318836
1778,0.00320777
1779,0.00316534
1780,0.00319225
1781,0.00326421
1782,0.00312674
1783,0.00321939
1784,0.00318113
1785,0.00320976
1786,0.00313197
1787,0.00318180
1788,0.00318514
1789,0.00314690
1790,0.00322913
1791,0.00306370
1792,0.00318342
1793,0.00321193
1794,0.00308439
1795,0.00320070
1796,0.00319407
1797,0.00319219
1798,0.00327996
1799,0.00319785
1800,0.00176332
1801,0.00177138
1802,0.00175340
1803,0.00177054
1804,0.00170543
1805,0.00174580
1806,0.00171085
1807,0.00171554
1808,0.00180962
1809,0.00168741
1810,0.00174657
1811,0.00174013
1812,0.00169002
1813,0.00180387
1814,0.00181693
1815,0.00177995
1816,0.00174121
1817,0.00171166
1818,0.00174758
1819,0.00173331
1820,0.00173295
1821,0.00172284
1822,0.00178637
1823,0.00172641
1824,0.00177786
1825,0.00169788
1826,0.00171161
1827,0.00181935
1828,0.00172556
1829,0.00178397
1830,0.00169504
1831,0.00174576
1832,0.00173779
1833,0.00174728
1834,0.00175891
1835,0.00176232
1836,0.00176558
1837,0.00175824
1838,0.00173624
1839,0.00172621
1840,0.00175920
1841,0.00176610
1842,0.00177301
1843,0.00179638
1844,0.00168103
1845,0.00169956
1846,0.00177294
1847,0.00176008
1848,0.00182255
1849,0.00182578
1850,0.00182013
1851,0.00169897
1852,0.00180086
1853,0.00176492
1854,0.00175220
1855,0.00172018
1856,0.00180387
1857,0.00176925
1858,0.00177125
1859,0.00175995
1860,0.00170292
1861,0.00168544
1862,0.00171071
1863,0.00171787
1864,0.00172959
1865,0.00173183
1866,0.00177546
1867,0.00173751
1868,0.00176044
1869,0.00174057
1870,0.00178338
1871,0.00172401
1872,0.00176402
1873,0.00170759
1874,0.00176986
1875,0.00171155
1876,0.00170208
1877,0.00187453
1878,0.00180388
1879,0.00180084
1880,0.00178352
1881,0.00174303
1882,0.00173554
1883,0.00178595
1884,0.00179052
1885,0.00179366
1886,0.00176967
1887,0.00177335
1888,0.00167722
1889,0.00179024
1890,0.00176511
1891,0.00170467
1892,0.00172449
1893,0.00174953
1894,0.00179450
1895,0.00175937
1896,0.00174250
1897,0.00179470
1898,0.00173183
1899,0.00170780
1900,0.00239214
1901,0.00244938
1902,0.00246549
1903,0.00242867
1904,0.00245645
1905,0.00249412
1906,0.00257010
1907,0.00238048
1908,0.00245155
1909,0.00252876
1910,0.00234017
1911,0.00246708
1912,0.00235545
1913,0.00240056
1914,0.00240389
1915,0.00243569
1916,0.00238093
1917,0.00244869
1918,0.00246756
1919,0.00244001
1920,0.00239153
1921,0.00241447
1922,0.00245014
1923,0.00245758
1924,0.00250991
1925,0.00245830
1926,0.00239638
1927,0.00246478
1928,0.00245625
1929,0.00251961
1930,0.00242780
1931,0.00250784
1932,0.00245566
1933,0.00249128
1934,0.00247564
1935,0.00247899
1936,0.00234325
1937,0.00242867
1938,0.00255971
1939,0.00247509
1940,0.00251129
1941,0.00251622
1942,0.00242445
1943,0.00258228
1944,0.00248454
1945,0.00240475
1946,0.00248080
1947,0.00244975
1948,0.00255882
1949,0.00251095
1950,0.00251467
1951,0.00242933
1952,0.00240776
1953,0.00253047
1954,0.00239056
1955,0.00242676
1956,0.00237026
1957,0.00244310
1958,0.00248559
1959,0.00238210
1960,0.00243000
1961,0.00255870
1962,0.00245132
1963,0.00246526
1964,0.00239638
1965,0.00246254
1966,0.00237026
1967,0.00252082
1968,0.00241175
1969,0.00252801
1970,0.00253170
1971,0.00245853
1972,0.00252553
1973,0.00242754
1974,0.00243288
1975,0.00249866
1976,0.00246282
1977,0.00252027
1978,0.00242705
1979,0.00241517
1980,0.00240182
1981,0.00236702
1982,0.00246382
1983,0.00244446
1984,0.00242147
1985,0.00249243
1986,0.00245948
1987,0.00254744
1988,0.00247283
1989,0.00250644
1990,0.00244446
1991,0.00242342
1992,0.00248604
1993,0.00242604
1994,0.00249446
1995,0.00243218
1996,0.00259296
1997,0.00257998
1998,0.00251193
1999,0.00241961
